"","Ob","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","Age","Age_new","TotalArea2","BsmtFinSF1_New","Neighborhood_Class","TotalArea2_Transformed","Age_new_Transformed","LotArea_Transformed","BsmtFinSF1_New_Transformed"
"1709",1709,120,"RL",43,3182,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,"Gd","TA","PConc","Gd","TA","Av","GLQ",16,"Unf",0,1357,1373,"GasA","Ex","Y","SBrkr",1555,0,0,1555,0,0,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd",2005,"Fin",2,430,"TA","TA","Y",143,20,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2009,"WD","Normal",196768.196,4,4,4929,16,"high",8.37895203911995,1.5874010519682,8.06526520889773,2
"1710",1710,60,"RL",65,8200,"Pave","No Alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,847,847,"GasA","Ex","Y","SBrkr",847,1081,0,1928,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2003,"Fin",2,434,"TA","TA","Y",100,48,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2007,"WD","Normal",223412.1857,4,4,5137,1,"high",8.4659829877432,1.5874010519682,9.01188943325234,1
"1711",1711,60,"RL",105,11000,"Pave","No Alley","Reg","Lvl","FR2","Gtl","NoRidge","Norm","Norm","1Fam","2Story",9,5,2000,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",295,"Gd","TA","PConc","Ex","TA","Mn","Unf",0,"Unf",0,1519,1519,"GasA","Ex","Y","SBrkr",1533,639,0,2172,0,0,2,1,4,1,"Ex",8,"Typ",1,"TA","BuiltIn",2000,"RFn",3,687,"TA","TA","Y",162,153,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2008,"WD","Normal",327584.5157,8,8,6845,1,"very high",9.09585153613955,2,9.30565055178051,1
"1712",1712,120,"RL",34,5001,"Pave","No Alley","IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story",7,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",166,"Gd","TA","PConc","Gd","TA","No","GLQ",904,"Unf",0,410,1314,"GasA","Ex","Y","SBrkr",1314,0,0,1314,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2008,"RFn",2,626,"TA","TA","Y",172,62,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2009,"WD","Normal",234007.7962,2,2,4734,904,"very high",8.29482185746495,1.25992104989487,8.5173931714189,5.48330126445245
"1713",1713,30,"RL",45,8212,"Pave","Grvl","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",3,3,1914,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","Fa","BrkTil","TA","Fa","No","Rec",203,"Unf",0,661,864,"GasA","TA","N","FuseF",864,0,0,864,1,0,1,0,2,1,"TA",5,"Typ",0,"Not Applicable","Detchd",1938,"Unf",1,200,"TA","Fa","Y",0,0,96,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2010,"WD","Normal",62360.00796,96,96,2792,203,"low",7.26907004055482,4.57885697021333,9.01335177813882,3.77462671648138
"1714",1714,60,"FV",21,7500,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",533,"Unf",0,281,814,"GasA","Ex","Y","SBrkr",814,860,0,1674,1,0,2,1,3,1,"Gd",7,"Typ",0,"Not Applicable","Attchd",2000,"RFn",2,663,"TA","TA","Y",0,96,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,1,2010,"WD","Normal",219939.4605,10,10,4825,533,"high",8.33439979526115,2.15443469003188,8.9226582995244,4.80487177365124
"1715",1715,20,"RL",46,20781,"Pave","No Alley","IR2","Lvl","CulDSac","Gtl","NWAmes","PosN","Norm","1Fam","1Story",7,7,1968,2003,"Hip","CompShg","BrkFace","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",297,"Rec",68,1203,1568,"GasA","TA","Y","SBrkr",2156,0,0,2156,0,0,2,0,3,1,"TA",9,"Typ",1,"Gd","Attchd",1968,"RFn",2,508,"Gd","TA","Y",0,80,0,290,0,0,"Not Applicable","No Fence","No misc feature",0,6,2006,"WD","Normal",266481.7287,38,38,6388,297,"middle",8.94007633137169,3.36197540679896,9.94179438669071,4.15134772569272
"1716",1716,120,"FV",30,5330,"Pave","Pave","IR2","Lvl","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",112,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1550,1550,"GasA","Ex","Y","SBrkr",1550,0,0,1550,0,0,2,1,2,1,"Gd",5,"Typ",0,"Not Applicable","Attchd",2007,"Fin",2,528,"TA","TA","Y",0,102,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2007,"New","Partial",243189.5872,1,1,5290,1,"high",8.52832845192261,1,8.58110651715989,1
"1717",1717,120,"RM",35,3907,"Pave","No Alley","IR1","HLS","Inside","Mod","Blueste","Norm","Norm","TwnhsE","1Story",8,5,1989,1989,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","Gd","TA","Av","GLQ",76,"Unf",0,1115,1191,"GasA","Gd","Y","SBrkr",1191,0,0,1191,0,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",1989,"Unf",2,531,"TA","TA","Y",112,81,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,3,2010,"WD","Normal",214808.581,21,21,4104,76,"middle",8.00390339223231,2.75892417638112,8.27052509505507,2.95259172373719
"1718",1718,20,"RL",67,9373,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","NWAmes","PosN","Norm","1Fam","1Story",5,7,1975,1975,"Gable","CompShg","HdBoard","HdBoard","BrkFace",161,"TA","TA","CBlock","Gd","TA","Av","ALQ",1333,"LwQ",168,120,1621,"GasA","TA","Y","SBrkr",1621,0,0,1621,1,0,2,0,3,1,"TA",7,"Typ",2,"Fa","Attchd",1975,"RFn",2,478,"TA","TA","Y",0,0,0,0,490,0,"Not Applicable","No Fence","No misc feature",0,6,2009,"WD","Normal",201382.9994,34,34,5502,1333,"middle",8.6125180779265,3.23961180127748,9.14558849474649,6.04237308737696
"1719",1719,80,"RL",65,6305,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,6,1975,1975,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",528,"Unf",0,480,1008,"GasA","TA","Y","SBrkr",1096,0,0,1096,1,0,1,0,3,1,"TA",5,"Typ",1,"Fa","Detchd",1975,"Unf",1,352,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2010,"WD","Normal",152244.0503,35,35,3552,528,"low",7.72001669059111,3.27106631018859,8.74909824839902,4.79356345385686
"1720",1720,20,"RL",140,19138,"Pave","No Alley","Reg","Lvl","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story",4,5,1951,1951,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",120,"Unf",0,744,864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"TA",4,"Typ",0,"Not Applicable","Detchd",1951,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2010,"WD","Normal",145004.9979,59,59,2992,120,"middle",7.39588921798518,3.89299641587326,9.85943116633921,3.30975091964687
"1721",1721,20,"RL",66,13695,"Pave","No Alley","Reg","Lvl","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",5,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","GLQ",646,"Unf",0,468,1114,"GasA","Ex","Y","SBrkr",1114,0,0,1114,1,0,1,1,3,1,"Gd",6,"Typ",0,"Not Applicable","Detchd",2004,"Unf",2,576,"TA","TA","Y",0,102,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2008,"WD","Normal",163039.3808,4,4,3918,646,"middle",7.91163253811218,1.5874010519682,9.52478608169718,5.04148093860104
"1722",1722,20,"RL",81,14175,"Pave","No Alley","Reg","Bnk","Inside","Mod","Sawyer","PosA","Norm","1Fam","1Story",5,5,1956,1998,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Rec",386,"ALQ",522,332,1240,"GasA","Gd","Y","SBrkr",1375,0,0,1375,1,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1956,"Unf",1,323,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,12,2007,"WD","Normal",146927.2954,51,51,4313,386,"low",8.10391476432329,3.70842976926619,9.55923512859595,4.43248042346365
"1723",1723,160,"RM",21,1680,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",359,"TA","TA","CBlock","TA","TA","No","LwQ",458,"Unf",0,25,483,"GasA","TA","Y","SBrkr",483,504,0,987,0,1,1,1,2,1,"TA",5,"Typ",0,"Not Applicable","Detchd",1973,"Unf",1,264,"TA","TA","Y",52,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,2,2008,"WD","Normal",127128.9858,35,35,3080,458,"low",7.44968104700104,3.27106631018859,7.4265490723973,4.62611441266131
"1724",1724,30,"RL",55,5350,"Pave","No Alley","IR1","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",3,2,1940,1966,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","Po","CBlock","TA","TA","No","Unf",0,"Unf",0,728,728,"GasA","Ex","Y","SBrkr",1306,0,0,1306,0,0,1,0,3,1,"Fa",6,"Mod",0,"Not Applicable","Not Applicable",1985,"Not Applicable",0,0,"Not Applicable","Not Applicable","Y",263,0,0,0,0,0,"Not Applicable","GdWo","Shed",450,5,2010,"WD","Normal",80540.60814,70,70,3340,1,"low",7.60215318888008,4.12128529980856,8.58485183989005,1
"1725",1725,60,"RL",90,11250,"Pave","No Alley","IR1","Lvl","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",227,"TA","TA","PConc","Gd","TA","Mn","ALQ",796,"Unf",0,258,1054,"GasA","Ex","Y","SBrkr",1070,869,0,1939,0,1,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1998,"RFn",3,555,"TA","TA","Y",128,84,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2006,"WD","Normal",232445.99,8,8,5714,796,"high",8.69430875664403,2,9.32812340763257,5.31163552583682
"1726",1726,30,"RM",84,11340,"Pave","No Alley","Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,5,1923,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1200,1200,"GasA","TA","Y","FuseA",1200,0,0,1200,0,0,1,0,4,1,"TA",7,"Typ",0,"Not Applicable","Detchd",1923,"Unf",1,312,"Fa","Fa","Y",0,0,228,0,0,0,"Not Applicable","No Fence","No misc feature",0,3,2006,"WD","Family",129142.5185,83,83,3912,1,"low",7.90860184131478,4.36207067145484,9.33609157728174,1
"1727",1727,50,"RL",51,9839,"Pave","No Alley","Reg","Lvl","Inside","Gtl","SWISU","Feedr","Norm","1Fam","1.5Fin",5,2,1931,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","Fa","No","Unf",0,"Unf",0,894,894,"GasA","Ex","Y","SBrkr",894,772,0,1666,1,0,1,0,3,1,"TA",7,"Typ",1,"Gd","Not Applicable",1941,"Not Applicable",0,0,"Not Applicable","Not Applicable","N",0,156,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2010,"WD","Normal",126698.6751,79,79,4226,1,"low",8.06273476263358,4.29084042702621,9.19410935886576,1
"1728",1728,60,"RL",65,10616,"Pave","No Alley","IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,628,628,"GasA","Ex","Y","SBrkr",628,728,0,1356,0,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","BuiltIn",2007,"Fin",2,484,"TA","TA","Y",100,24,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,3,2008,"New","Partial",174900.6959,1,1,3824,1,"high",7.86374588443454,1,9.27011757601204,1
"1729",1729,60,"RL",50,13128,"Pave","No Alley","IR1","HLS","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",216,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1074,1074,"GasA","Ex","Y","SBrkr",1074,990,0,2064,0,0,2,1,4,1,"Gd",7,"Typ",1,"Gd","Attchd",2005,"Fin",2,527,"TA","TA","Y",0,119,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,1,2006,"WD","Normal",261649.1715,1,1,5945,1,"middle",8.7808784358289,1,9.48250263276993,1
"1730",1730,20,"RL",85,10655,"Pave","No Alley","IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",296,"Gd","TA","PConc","Gd","TA","No","GLQ",1124,"Rec",479,1603,3206,"GasA","Ex","Y","SBrkr",1629,0,0,1629,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2003,"RFn",3,880,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,10,2009,"WD","Normal",287888.5939,6,6,7640,1124,"very high",9.34917608849297,1.81712059283214,9.27378454453272,5.79017350590467
"1731",1731,160,"FV",35,4251,"Pave","Pave","IR1","Lvl","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2006,2007,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,625,625,"GasA","Ex","Y","SBrkr",625,625,0,1250,0,0,2,1,2,1,"Gd",5,"Typ",0,"Not Applicable","Detchd",2006,"RFn",2,528,"TA","TA","Y",0,54,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2007,"New","Partial",168648.2988,1,1,3653,1,"high",7.77432009535537,1,8.35490952835879,1
"1732",1732,20,"RL",60,10950,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1952,1952,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",441,"Unf",0,507,948,"GasA","TA","Y","SBrkr",948,0,0,948,0,0,1,0,2,1,"TA",5,"Typ",0,"Not Applicable","Detchd",1952,"Unf",2,410,"TA","TA","N",0,48,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,4,2007,"WD","Normal",135073.1365,55,55,3254,441,"middle",7.5527374367051,3.80295246076139,9.30109473524465,4.58257569495584
"1733",1733,50,"RL",70,6960,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1.5Fin",7,8,1940,1998,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",258,"Unf",0,422,680,"GasA","Ex","Y","FuseA",798,504,0,1302,0,0,1,1,2,1,"Gd",6,"Typ",2,"Gd","Attchd",1940,"Unf",1,224,"TA","TA","Y",0,0,0,0,126,0,"Not Applicable","MnPrv","No misc feature",0,7,2007,"WD","Normal",147314.5312,67,67,3508,258,"low",7.69599711407452,4.06154810044568,8.84793475332846,4.00778971556755
"1734",1734,60,"RL",96,11631,"Pave","No Alley","IR1","Lvl","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",236,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1052,1052,"GasA","Ex","Y","SBrkr",1052,1321,0,2373,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2004,"Fin",3,632,"TA","TA","Y",120,46,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2006,"New","Partial",297288.6056,2,2,6666,1,"middle",9.03579412712578,1.25992104989487,9.36142922633904,1
"1735",1735,60,"RL",78,12568,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",246,"Gd","TA","PConc","Ex","TA","Av","GLQ",669,"Unf",0,226,895,"GasA","Ex","Y","SBrkr",895,923,0,1818,1,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2007,"Fin",3,774,"TA","TA","Y",196,104,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,8,2007,"New","Partial",266646.4945,1,1,5551,669,"very high",8.63162982217226,1,9.43890917993546,5.0857678193912
"1736",1736,80,"RL",58,7176,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkFace",200,"TA","TA","CBlock","TA","Gd","Gd","GLQ",794,"Unf",0,166,960,"GasA","Fa","Y","SBrkr",1040,0,0,1040,1,0,1,0,3,1,"TA",6,"Typ",1,"Fa","Detchd",1979,"Unf",2,616,"TA","TA","Y",131,0,0,0,180,0,"Not Applicable","GdPrv","No misc feature",0,7,2006,"WD","Normal",163689.3277,28,28,3856,794,"low",7.88014586064497,3.03658897187566,8.87849740373863,5.308295923101
"1737",1737,120,"RM",44,3842,"Pave","No Alley","IR1","HLS","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2004,2005,"Hip","CompShg","CemntBd","CmentBd","Stone",186,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1564,"Unf",0,30,1594,"GasA","Ex","Y","SBrkr",1646,0,0,1646,1,1,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2004,"Fin",2,525,"TA","TA","Y",128,53,0,0,155,0,"Not Applicable","No Fence","No misc feature",0,12,2006,"WD","Normal",285246.5469,2,2,5597,1564,"high",8.64945665675436,1.25992104989487,8.2537483433285,6.28867552562305
"1738",1738,20,"RL",67,16285,"Pave","No Alley","IR2","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1413,1413,"GasA","Ex","Y","SBrkr",1430,0,0,1430,0,0,2,0,3,1,"Gd",6,"Typ",0,"Not Applicable","Attchd",2001,"RFn",2,605,"TA","TA","Y",0,33,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2009,"WD","Normal",191077.9217,8,8,4878,1,"high",8.35719333035541,2,9.69799971771033,1
"1739",1739,20,"RL",76,8169,"Pave","No Alley","Reg","Lvl","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,7,1966,1966,"Gable","CompShg","Plywood","Plywood","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",216,"ALQ",435,261,912,"GasA","Ex","Y","SBrkr",912,0,0,912,1,0,1,0,3,1,"Gd",6,"Typ",0,"Not Applicable","Detchd",1966,"Unf",1,315,"TA","TA","Y",204,0,0,0,0,0,"Not Applicable","MnPrv","No misc feature",0,7,2007,"WD","Normal",119940.3896,41,41,3051,216,"low",7.43208301343344,3.44821724038273,9.00810178134187,3.83365862547763
"1740",1740,60,"RL",59,9649,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,941,941,"GasA","Ex","Y","SBrkr",961,683,0,1644,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1999,"RFn",2,460,"TA","TA","Y",460,42,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2007,"WD","Normal",170120.626,8,8,4689,1,"middle",8.27503916988191,2,9.17460956202038,1
"1741",1741,120,"RM",44,4224,"Pave","No Alley","Reg","Lvl","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story",5,5,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",874,"Unf",0,268,1142,"GasA","TA","Y","SBrkr",1142,0,0,1142,1,0,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd",1976,"Fin",2,528,"TA","TA","Y",536,90,0,0,0,0,"Not Applicable","MnPrv","No misc feature",0,8,2007,"WD","Normal",138132.3756,31,31,3954,874,"low",7.92974398634975,3.14138065239139,8.3485378253861,5.43723192425971
"1742",1742,50,"RL",51,6171,"Pave","No Alley","Reg","Lvl","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",6,6,1925,1990,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",264,"Unf",0,712,976,"GasA","Ex","Y","SBrkr",1160,448,0,1608,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Detchd",1925,"Unf",1,216,"Fa","TA","Y",147,16,0,0,0,0,"Not Applicable","MnPrv","No misc feature",0,10,2009,"WD","Normal",141458.5615,84,84,4408,264,"low",8.14817591187079,4.37951913988789,8.72761617832107,4.03089032463945
"1743",1743,60,"RL",75,18800,"Pave","No Alley","IR1","Lvl","FR2","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",120,"TA","TA","PConc","Gd","TA","Mn","GLQ",712,"Unf",0,84,796,"GasA","TA","Y","SBrkr",790,784,0,1574,1,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1976,"Fin",2,566,"TA","TA","Y",306,111,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2006,"WD","Normal",194013.53,30,30,4630,712,"middle",8.24888497585074,3.10723250595386,9.84161214881804,5.16559078211318
"1744",1744,60,"RL",96,13262,"Pave","No Alley","IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",186,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1082,1082,"GasA","Ex","Y","SBrkr",1105,1295,0,2400,0,0,3,1,4,1,"Gd",10,"Typ",1,"Gd","BuiltIn",2003,"Fin",3,730,"TA","TA","Y",114,40,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2009,"WD","Normal",302190.7558,6,6,6798,1,"very high",9.08019740089912,1.81712059283214,9.49265808192881,1
"1745",1745,50,"RM",40,5680,"Pave","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,3,1901,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,969,969,"GasA","TA","N","FuseA",969,245,0,1214,0,0,1,0,2,1,"TA",6,"Typ",0,"Not Applicable","Detchd",1920,"Unf",1,216,"TA","TA","N",0,0,77,0,0,0,"Not Applicable","MnPrv","No misc feature",0,9,2007,"WD","AdjLand",101999.7366,106,106,3613,1,"low",7.75295012937623,4.73262349116337,8.6447065117152,1
"1746",1746,60,"RL",50,8340,"Pave","No Alley","IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,6,1977,1977,"Gable","CompShg","HdBoard","Plywood","BrkFace",62,"TA","TA","CBlock","Gd","TA","Av","GLQ",509,"Unf",0,166,675,"GasA","TA","Y","SBrkr",686,702,0,1388,0,0,1,1,3,1,"TA",6,"Typ",0,"Not Applicable","Attchd",1977,"Unf",1,317,"TA","TA","Y",406,36,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,12,2006,"WD","Normal",153196.7014,29,29,3830,509,"high",7.86682869948642,3.07231682568585,9.02881849535279,4.74984508645882
"1747",1747,160,"FV",35,3768,"Pave","No Alley","Reg","Lvl","FR2","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,1999,1999,"Hip","CompShg","MetalSd","MetalSd","BrkFace",218,"Gd","TA","PConc","Gd","TA","No","GLQ",549,"Unf",0,142,691,"GasA","Ex","Y","SBrkr",713,739,0,1452,1,0,2,1,3,1,"Gd",6,"Typ",0,"Not Applicable","Detchd",1999,"Unf",2,506,"TA","TA","Y",0,34,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,9,2009,"WD","Normal",191021.0339,10,10,4319,549,"high",8.10673172139001,2.15443469003188,8.23429963569625,4.84053189512475
"1748",1748,20,"RL",60,7200,"Pave","No Alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1972,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",671,"Unf",0,193,864,"GasA","Gd","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"Ex",5,"Typ",0,"Not Applicable","Detchd",1977,"Fin",2,576,"Gd","Ex","Y",155,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,9,2007,"WD","Normal",136228.6868,35,35,3168,671,"high",7.50233224523422,3.27106631018859,8.88183630500415,5.08956458785791
